season,round,constructorId,position,points,wins,points_after_race,wins_after_race,position_after_race
2008,9,red_bull,5,24.0,0,24.0,0.0,4.0
2008,9,williams,6,16.0,0,15.0,0.0,6.0
2008,9,renault,7,15.0,0,12.0,0.0,7.0
2008,9,honda,8,14.0,0,8.0,0.0,8.0
2008,9,toro_rosso,9,7.0,0,7.0,0.0,9.0
2008,9,force_india,10,0.0,0,0.0,0.0,10.0
2008,9,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,10,ferrari,1,105.0,5,96.0,5.0,1.0
2008,10,bmw_sauber,2,89.0,1,82.0,1.0,2.0
2008,10,mclaren,3,86.0,4,72.0,3.0,3.0
2008,10,toyota,4,25.0,0,25.0,0.0,4.0
2008,10,red_bull,5,24.0,0,24.0,0.0,5.0
2008,10,renault,6,23.0,0,15.0,0.0,7.0
2008,10,williams,7,16.0,0,16.0,0.0,6.0
2008,10,honda,8,14.0,0,14.0,0.0,8.0
2008,10,toro_rosso,9,8.0,0,7.0,0.0,9.0
2008,10,force_india,10,0.0,0,0.0,0.0,10.0
2008,10,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,11,ferrari,1,111.0,5,105.0,5.0,1.0
2008,11,mclaren,2,100.0,5,86.0,4.0,3.0
2008,11,bmw_sauber,3,90.0,1,89.0,1.0,2.0
2008,11,toyota,4,35.0,0,25.0,0.0,4.0
2008,11,renault,5,31.0,0,23.0,0.0,6.0
2008,11,red_bull,6,24.0,0,24.0,0.0,5.0
2008,11,williams,7,16.0,0,16.0,0.0,7.0
2008,11,honda,8,14.0,0,14.0,0.0,8.0
2008,11,toro_rosso,9,8.0,0,8.0,0.0,9.0
2008,11,force_india,10,0.0,0,0.0,0.0,10.0
2008,11,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,12,ferrari,1,121.0,6,111.0,5.0,1.0
2008,12,mclaren,2,113.0,5,100.0,5.0,2.0
2008,12,bmw_sauber,3,96.0,1,90.0,1.0,3.0
2008,12,toyota,4,41.0,0,35.0,0.0,4.0
2008,12,renault,5,31.0,0,31.0,0.0,5.0
2008,12,red_bull,6,24.0,0,24.0,0.0,6.0
2008,12,williams,7,17.0,0,16.0,0.0,7.0
2008,12,honda,8,14.0,0,14.0,0.0,8.0
2008,12,toro_rosso,9,11.0,0,8.0,0.0,9.0
2008,12,force_india,10,0.0,0,0.0,0.0,10.0
2008,12,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,13,ferrari,1,131.0,7,121.0,6.0,1.0
2008,13,mclaren,2,119.0,5,113.0,5.0,2.0
2008,13,bmw_sauber,3,107.0,1,96.0,1.0,3.0
2008,13,toyota,4,41.0,0,41.0,0.0,4.0
2008,13,renault,5,36.0,0,31.0,0.0,5.0
2008,13,red_bull,6,25.0,0,24.0,0.0,6.0
2008,13,williams,7,17.0,0,17.0,0.0,7.0
2008,13,toro_rosso,8,17.0,0,11.0,0.0,9.0
2008,13,honda,9,14.0,0,14.0,0.0,8.0
2008,13,force_india,10,0.0,0,0.0,0.0,10.0
2008,13,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,14,ferrari,1,134.0,7,131.0,7.0,1.0
2008,14,mclaren,2,129.0,5,119.0,5.0,2.0
2008,14,bmw_sauber,3,117.0,1,107.0,1.0,3.0
2008,14,toyota,4,41.0,0,41.0,0.0,4.0
2008,14,renault,5,41.0,0,36.0,0.0,5.0
2008,14,toro_rosso,6,27.0,1,17.0,0.0,8.0
2008,14,red_bull,7,26.0,0,25.0,0.0,6.0
2008,14,williams,8,17.0,0,17.0,0.0,7.0
2008,14,honda,9,14.0,0,14.0,0.0,9.0
2008,14,force_india,10,0.0,0,0.0,0.0,10.0
2008,14,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,15,mclaren,1,135.0,5,129.0,5.0,2.0
2008,15,ferrari,2,134.0,7,134.0,7.0,1.0
2008,15,bmw_sauber,3,120.0,1,117.0,1.0,3.0
2008,15,renault,4,51.0,1,41.0,0.0,5.0
2008,15,toyota,5,46.0,0,41.0,0.0,4.0
2008,15,toro_rosso,6,31.0,1,27.0,1.0,6.0
2008,15,red_bull,7,28.0,0,26.0,0.0,7.0
2008,15,williams,8,26.0,0,17.0,0.0,8.0
2008,15,honda,9,14.0,0,14.0,0.0,9.0
2008,15,force_india,10,0.0,0,0.0,0.0,10.0
2008,15,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,16,ferrari,1,142.0,7,134.0,7.0,2.0
2008,16,mclaren,2,135.0,5,135.0,5.0,1.0
2008,16,bmw_sauber,3,128.0,1,120.0,1.0,3.0
2008,16,renault,4,66.0,2,51.0,1.0,4.0
2008,16,toyota,5,50.0,0,46.0,0.0,5.0
2008,16,toro_rosso,6,34.0,1,31.0,1.0,6.0
2008,16,red_bull,7,29.0,0,28.0,0.0,7.0
2008,16,williams,8,26.0,0,26.0,0.0,8.0
2008,16,honda,9,14.0,0,14.0,0.0,9.0
2008,16,force_india,10,0.0,0,0.0,0.0,10.0
2008,16,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,17,ferrari,1,156.0,7,142.0,7.0,1.0
2008,17,mclaren,2,145.0,6,135.0,5.0,2.0
2008,17,bmw_sauber,3,135.0,1,128.0,1.0,3.0
2008,17,renault,4,72.0,2,66.0,2.0,4.0
2008,17,toyota,5,52.0,0,50.0,0.0,5.0
2008,17,toro_rosso,6,34.0,1,34.0,1.0,6.0
2008,17,red_bull,7,29.0,0,29.0,0.0,7.0
2008,17,williams,8,26.0,0,26.0,0.0,8.0
2008,17,honda,9,14.0,0,14.0,0.0,9.0
2008,17,force_india,10,0.0,0,0.0,0.0,10.0
2008,17,super_aguri,11,0.0,0,0.0,0.0,11.0
2008,18,ferrari,1,172.0,8,156.0,7.0,1.0
2008,18,mclaren,2,151.0,6,145.0,6.0,2.0
2008,18,bmw_sauber,3,135.0,1,135.0,1.0,3.0
2008,18,renault,4,80.0,2,72.0,2.0,4.0
2008,18,toyota,5,56.0,0,52.0,0.0,5.0
2008,18,toro_rosso,6,39.0,1,34.0,1.0,6.0
2008,18,red_bull,7,29.0,0,29.0,0.0,7.0
2008,18,williams,8,26.0,0,26.0,0.0,8.0
2008,18,honda,9,14.0,0,14.0,0.0,9.0
2008,18,force_india,10,0.0,0,0.0,0.0,10.0
2008,18,super_aguri,11,0.0,0,0.0,0.0,11.0
2009,1,brawn,1,18.0,1,,,
2009,1,toyota,2,11.0,0,,,
2009,1,renault,3,4.0,0,,,
2009,1,williams,4,3.0,0,,,
2009,1,toro_rosso,5,3.0,0,,,
2009,1,force_india,6,0.0,0,,,
2009,1,bmw_sauber,7,0.0,0,,,
2009,1,red_bull,8,0.0,0,,,
2009,1,ferrari,9,0.0,0,,,
2009,2,brawn,1,25.0,2,18.0,1.0,1.0
2009,2,toyota,2,16.5,0,11.0,0.0,2.0
2009,2,bmw_sauber,3,4.0,0,0.0,0.0,7.0
2009,2,renault,4,4.0,0,4.0,0.0,3.0
2009,2,williams,5,3.5,0,3.0,0.0,4.0
2009,2,toro_rosso,6,3.0,0,3.0,0.0,5.0
2009,2,red_bull,7,1.5,0,0.0,0.0,8.0
2009,2,mclaren,8,1.0,0,,,
2009,2,force_india,9,0.0,0,0.0,0.0,6.0
2009,2,ferrari,10,0.0,0,0.0,0.0,9.0
2009,3,brawn,1,36.0,2,25.0,2.0,1.0
2009,3,red_bull,2,19.5,1,1.5,0.0,7.0
2009,3,toyota,3,18.5,0,16.5,0.0,2.0
2009,3,mclaren,4,8.0,0,1.0,0.0,8.0
2009,3,bmw_sauber,5,4.0,0,4.0,0.0,3.0
2009,3,renault,6,4.0,0,4.0,0.0,4.0
2009,3,toro_rosso,7,4.0,0,3.0,0.0,6.0
2009,3,williams,8,3.5,0,3.5,0.0,5.0
2009,3,ferrari,9,0.0,0,0.0,0.0,10.0
2009,3,force_india,10,0.0,0,0.0,0.0,9.0
2009,4,brawn,1,50.0,3,36.0,2.0,1.0
2009,4,red_bull,2,27.5,1,19.5,1.0,2.0
2009,4,toyota,3,26.5,0,18.5,0.0,3.0
2009,4,mclaren,4,13.0,0,8.0,0.0,4.0
2009,4,renault,5,5.0,0,4.0,0.0,6.0
2009,4,bmw_sauber,6,4.0,0,4.0,0.0,5.0
2009,4,toro_rosso,7,4.0,0,4.0,0.0,7.0
2009,4,williams,8,3.5,0,3.5,0.0,8.0
2009,4,ferrari,9,3.0,0,0.0,0.0,9.0
2009,4,force_india,10,0.0,0,0.0,0.0,10.0
2009,5,brawn,1,68.0,4,50.0,3.0,1.0
2009,5,red_bull,2,38.5,1,27.5,1.0,2.0
2009,5,toyota,3,26.5,0,26.5,0.0,3.0
2009,5,mclaren,4,13.0,0,13.0,0.0,4.0
2009,5,renault,5,9.0,0,5.0,0.0,5.0
2009,5,bmw_sauber,6,6.0,0,4.0,0.0,6.0
2009,5,ferrari,7,6.0,0,3.0,0.0,9.0
2009,5,williams,8,4.5,0,3.5,0.0,8.0
2009,5,toro_rosso,9,4.0,0,4.0,0.0,7.0
2009,5,force_india,10,0.0,0,0.0,0.0,10.0
2009,6,brawn,1,86.0,5,68.0,4.0,1.0
2009,6,red_bull,2,42.5,1,38.5,1.0,2.0
2009,6,toyota,3,26.5,0,26.5,0.0,3.0
2009,6,ferrari,4,17.0,0,6.0,0.0,7.0
2009,6,mclaren,5,13.0,0,13.0,0.0,4.0
2009,6,renault,6,11.0,0,9.0,0.0,5.0
2009,6,williams,7,7.5,0,4.5,0.0,8.0
2009,6,bmw_sauber,8,6.0,0,6.0,0.0,6.0
2009,6,toro_rosso,9,5.0,0,4.0,0.0,9.0
2009,6,force_india,10,0.0,0,0.0,0.0,10.0
2009,7,brawn,1,96.0,6,86.0,5.0,1.0
2009,7,red_bull,2,56.5,1,42.5,1.0,2.0
2009,7,toyota,3,32.5,0,26.5,0.0,3.0
2009,7,ferrari,4,20.0,0,17.0,0.0,4.0
2009,7,mclaren,5,13.0,0,13.0,0.0,5.0
2009,7,williams,6,11.5,0,7.5,0.0,7.0
2009,7,renault,7,11.0,0,11.0,0.0,6.0
2009,7,bmw_sauber,8,8.0,0,6.0,0.0,8.0
2009,7,toro_rosso,9,5.0,0,5.0,0.0,9.0
2009,7,force_india,10,0.0,0,0.0,0.0,10.0
2009,8,brawn,1,105.0,6,96.0,6.0,1.0
2009,8,red_bull,2,74.5,2,56.5,1.0,2.0
2009,8,toyota,3,34.5,0,32.5,0.0,3.0
2009,8,ferrari,4,26.0,0,20.0,0.0,4.0
2009,8,williams,5,15.5,0,11.5,0.0,6.0
2009,8,mclaren,6,13.0,0,13.0,0.0,5.0
2009,8,renault,7,11.0,0,11.0,0.0,7.0
2009,8,bmw_sauber,8,8.0,0,8.0,0.0,8.0
2009,8,toro_rosso,9,5.0,0,5.0,0.0,9.0
2009,8,force_india,10,0.0,0,0.0,0.0,10.0
2009,9,brawn,1,112.0,6,105.0,6.0,1.0
2009,9,red_bull,2,92.5,3,74.5,2.0,2.0
2009,9,toyota,3,34.5,0,34.5,0.0,3.0
2009,9,ferrari,4,32.0,0,26.0,0.0,4.0
2009,9,williams,5,20.5,0,15.5,0.0,5.0
2009,9,mclaren,6,14.0,0,13.0,0.0,6.0
2009,9,renault,7,13.0,0,11.0,0.0,7.0
2009,9,bmw_sauber,8,8.0,0,8.0,0.0,8.0
2009,9,toro_rosso,9,5.0,0,5.0,0.0,9.0
2009,9,force_india,10,0.0,0,0.0,0.0,10.0
2009,10,brawn,1,114.0,6,112.0,6.0,1.0
2009,10,red_bull,2,98.5,3,92.5,3.0,2.0
2009,10,ferrari,3,40.0,0,32.0,0.0,4.0
2009,10,toyota,4,38.5,0,34.5,0.0,3.0
2009,10,mclaren,5,28.0,1,14.0,0.0,6.0
2009,10,williams,6,25.5,0,20.5,0.0,5.0
2009,10,renault,7,13.0,0,13.0,0.0,7.0
2009,10,bmw_sauber,8,8.0,0,8.0,0.0,8.0
2009,10,toro_rosso,9,5.0,0,5.0,0.0,9.0
2009,10,force_india,10,0.0,0,0.0,0.0,10.0
2009,11,brawn,1,126.0,7,114.0,6.0,1.0
2009,11,red_bull,2,98.5,3,98.5,3.0,2.0
2009,11,ferrari,3,46.0,0,40.0,0.0,3.0
2009,11,mclaren,4,41.0,1,28.0,1.0,5.0
2009,11,toyota,5,38.5,0,38.5,0.0,4.0
2009,11,williams,6,29.5,0,25.5,0.0,6.0
2009,11,renault,7,16.0,0,13.0,0.0,7.0
2009,11,bmw_sauber,8,9.0,0,8.0,0.0,8.0
2009,11,toro_rosso,9,5.0,0,5.0,0.0,9.0
2009,11,force_india,10,0.0,0,0.0,0.0,10.0
2009,12,brawn,1,128.0,7,126.0,7.0,1.0
2009,12,red_bull,2,104.5,3,98.5,3.0,2.0
2009,12,ferrari,3,56.0,1,46.0,0.0,3.0
2009,12,mclaren,4,44.0,1,41.0,1.0,4.0
2009,12,toyota,5,38.5,0,38.5,0.0,5.0
2009,12,williams,6,30.5,0,29.5,0.0,6.0
2009,12,bmw_sauber,7,18.0,0,9.0,0.0,8.0
2009,12,renault,8,16.0,0,16.0,0.0,7.0
2009,12,force_india,9,8.0,0,0.0,0.0,10.0
2009,12,toro_rosso,10,5.0,0,5.0,0.0,9.0
2009,13,brawn,1,146.0,8,128.0,7.0,1.0
2009,13,red_bull,2,105.5,3,104.5,3.0,2.0
2009,13,ferrari,3,62.0,1,56.0,1.0,3.0
2009,13,mclaren,4,47.0,1,44.0,1.0,4.0
2009,13,toyota,5,38.5,0,38.5,0.0,5.0
2009,13,williams,6,30.5,0,30.5,0.0,6.0
2009,13,bmw_sauber,7,20.0,0,18.0,0.0,7.0
2009,13,renault,8,20.0,0,16.0,0.0,8.0
2009,13,force_india,9,13.0,0,8.0,0.0,9.0
2009,13,toro_rosso,10,5.0,0,5.0,0.0,10.0
2009,14,brawn,1,153.0,8,146.0,8.0,1.0
2009,14,red_bull,2,110.5,3,105.5,3.0,2.0
2009,14,ferrari,3,62.0,1,62.0,1.0,3.0
2009,14,mclaren,4,59.0,2,47.0,1.0,4.0
2009,14,toyota,5,46.5,0,38.5,0.0,5.0
2009,14,williams,6,30.5,0,30.5,0.0,6.0
2009,14,renault,7,26.0,0,20.0,0.0,8.0
2009,14,bmw_sauber,8,21.0,0,20.0,0.0,7.0
2009,14,force_india,9,13.0,0,13.0,0.0,9.0
2009,14,toro_rosso,10,5.0,0,5.0,0.0,10.0
2009,15,brawn,1,156.0,8,153.0,8.0,1.0
2009,15,red_bull,2,120.5,4,110.5,3.0,2.0
2009,15,ferrari,3,67.0,1,62.0,1.0,3.0
2009,15,mclaren,4,65.0,2,59.0,2.0,4.0
2009,15,toyota,5,54.5,0,46.5,0.0,5.0
2009,15,williams,6,34.5,0,30.5,0.0,6.0
2009,15,renault,7,26.0,0,26.0,0.0,7.0
2009,15,bmw_sauber,8,24.0,0,21.0,0.0,8.0
2009,15,force_india,9,13.0,0,13.0,0.0,9.0
2009,15,toro_rosso,10,5.0,0,5.0,0.0,10.0
2009,16,brawn,1,161.0,8,156.0,8.0,1.0
2009,16,red_bull,2,135.5,5,120.5,4.0,2.0
2009,16,mclaren,3,71.0,2,65.0,2.0,4.0
2009,16,ferrari,4,70.0,1,67.0,1.0,3.0
2009,16,toyota,5,54.5,0,54.5,0.0,5.0
2009,16,williams,6,34.5,0,34.5,0.0,6.0
2009,16,bmw_sauber,7,32.0,0,24.0,0.0,8.0
2009,16,renault,8,26.0,0,26.0,0.0,7.0
2009,16,force_india,9,13.0,0,13.0,0.0,9.0
2009,16,toro_rosso,10,7.0,0,5.0,0.0,10.0
2009,17,brawn,1,172.0,8,161.0,8.0,1.0
2009,17,red_bull,2,153.5,6,135.5,5.0,2.0
2009,17,mclaren,3,71.0,2,71.0,2.0,3.0
2009,17,ferrari,4,70.0,1,70.0,1.0,4.0
2009,17,toyota,5,59.5,0,54.5,0.0,5.0
2009,17,bmw_sauber,6,36.0,0,32.0,0.0,7.0
2009,17,williams,7,34.5,0,34.5,0.0,6.0
2009,17,renault,8,26.0,0,26.0,0.0,8.0
2009,17,force_india,9,13.0,0,13.0,0.0,9.0
2009,17,toro_rosso,10,8.0,0,7.0,0.0,10.0
2010,1,ferrari,1,43.0,1,,,
2010,1,mclaren,2,21.0,0,,,
2010,1,mercedes,3,18.0,0,,,
2010,1,red_bull,4,16.0,0,,,
2010,1,force_india,5,2.0,0,,,
2010,1,williams,6,1.0,0,,,
2010,1,renault,7,0.0,0,,,
2010,1,toro_rosso,8,0.0,0,,,
2010,1,lotus_racing,9,0.0,0,,,
2010,1,sauber,10,0.0,0,,,
2010,1,hrt,11,0.0,0,,,
2010,1,virgin,12,0.0,0,,,
2010,2,ferrari,1,70.0,1,43.0,1.0,1.0
2010,2,mclaren,2,54.0,1,21.0,0.0,2.0
2010,2,mercedes,3,29.0,0,18.0,0.0,3.0
2010,2,renault,4,18.0,0,0.0,0.0,7.0
2010,2,red_bull,5,18.0,0,16.0,0.0,4.0
2010,2,force_india,6,8.0,0,2.0,0.0,5.0
2010,2,williams,7,5.0,0,1.0,0.0,6.0
2010,2,toro_rosso,8,0.0,0,0.0,0.0,8.0
2010,2,sauber,9,0.0,0,0.0,0.0,10.0
2010,2,lotus_racing,10,0.0,0,0.0,0.0,9.0
2010,2,hrt,11,0.0,0,0.0,0.0,11.0
2010,2,virgin,12,0.0,0,0.0,0.0,12.0
2010,3,ferrari,1,76.0,1,70.0,1.0,1.0
2010,3,mclaren,2,66.0,1,54.0,1.0,2.0
2010,3,red_bull,3,61.0,1,18.0,0.0,5.0
2010,3,mercedes,4,44.0,0,29.0,0.0,3.0
2010,3,renault,5,30.0,0,18.0,0.0,4.0
2010,3,force_india,6,18.0,0,8.0,0.0,6.0
2010,3,williams,7,6.0,0,5.0,0.0,7.0
2010,3,toro_rosso,8,2.0,0,0.0,0.0,8.0
2010,3,sauber,9,0.0,0,0.0,0.0,9.0
2010,3,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,3,hrt,11,0.0,0,0.0,0.0,11.0
2010,3,virgin,12,0.0,0,0.0,0.0,12.0
2010,4,mclaren,1,109.0,2,66.0,1.0,2.0
2010,4,ferrari,2,90.0,1,76.0,1.0,1.0
2010,4,red_bull,3,73.0,1,61.0,1.0,3.0
2010,4,mercedes,4,60.0,0,44.0,0.0,4.0
2010,4,renault,5,46.0,0,30.0,0.0,5.0
2010,4,force_india,6,18.0,0,18.0,0.0,6.0
2010,4,williams,7,6.0,0,6.0,0.0,7.0
2010,4,toro_rosso,8,2.0,0,2.0,0.0,8.0
2010,4,sauber,9,0.0,0,0.0,0.0,9.0
2010,4,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,4,hrt,11,0.0,0,0.0,0.0,11.0
2010,4,virgin,12,0.0,0,0.0,0.0,12.0
2010,5,mclaren,1,119.0,2,109.0,2.0,1.0
2010,5,ferrari,2,116.0,1,90.0,1.0,2.0
2010,5,red_bull,3,113.0,2,73.0,1.0,3.0
2010,5,mercedes,4,72.0,0,60.0,0.0,4.0
2010,5,renault,5,50.0,0,46.0,0.0,5.0
2010,5,force_india,6,24.0,0,18.0,0.0,6.0
2010,5,williams,7,8.0,0,6.0,0.0,7.0
2010,5,toro_rosso,8,3.0,0,2.0,0.0,8.0
2010,5,sauber,9,0.0,0,0.0,0.0,9.0
2010,5,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,5,hrt,11,0.0,0,0.0,0.0,11.0
2010,5,virgin,12,0.0,0,0.0,0.0,12.0
2010,6,red_bull,1,156.0,3,113.0,2.0,3.0
2010,6,ferrari,2,136.0,1,116.0,1.0,2.0
2010,6,mclaren,3,129.0,2,119.0,2.0,1.0
2010,6,mercedes,4,78.0,0,72.0,0.0,4.0
2010,6,renault,5,65.0,0,50.0,0.0,5.0
2010,6,force_india,6,30.0,0,24.0,0.0,6.0
2010,6,williams,7,8.0,0,8.0,0.0,7.0
2010,6,toro_rosso,8,4.0,0,3.0,0.0,8.0
2010,6,sauber,9,0.0,0,0.0,0.0,9.0
2010,6,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,6,hrt,11,0.0,0,0.0,0.0,11.0
2010,6,virgin,12,0.0,0,0.0,0.0,12.0
2010,7,mclaren,1,172.0,3,129.0,2.0,3.0
2010,7,red_bull,2,171.0,3,156.0,3.0,1.0
2010,7,ferrari,3,146.0,1,136.0,1.0,2.0
2010,7,mercedes,4,100.0,0,78.0,0.0,4.0
2010,7,renault,5,73.0,0,65.0,0.0,5.0
2010,7,force_india,6,32.0,0,30.0,0.0,6.0
2010,7,williams,7,8.0,0,8.0,0.0,7.0
2010,7,toro_rosso,8,4.0,0,4.0,0.0,8.0
2010,7,sauber,9,1.0,0,0.0,0.0,9.0
2010,7,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,7,hrt,11,0.0,0,0.0,0.0,11.0
2010,7,virgin,12,0.0,0,0.0,0.0,12.0
2010,8,mclaren,1,215.0,4,172.0,3.0,1.0
2010,8,red_bull,2,193.0,3,171.0,3.0,2.0
2010,8,ferrari,3,161.0,1,146.0,1.0,3.0
2010,8,mercedes,4,108.0,0,100.0,0.0,4.0
2010,8,renault,5,79.0,0,73.0,0.0,5.0
2010,8,force_india,6,35.0,0,32.0,0.0,6.0
2010,8,toro_rosso,7,8.0,0,4.0,0.0,8.0
2010,8,williams,8,8.0,0,8.0,0.0,7.0
2010,8,sauber,9,1.0,0,1.0,0.0,9.0
2010,8,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,8,hrt,11,0.0,0,0.0,0.0,11.0
2010,8,virgin,12,0.0,0,0.0,0.0,12.0
2010,9,mclaren,1,248.0,4,215.0,4.0,1.0
2010,9,red_bull,2,218.0,4,193.0,3.0,2.0
2010,9,ferrari,3,165.0,1,161.0,1.0,3.0
2010,9,mercedes,4,109.0,0,108.0,0.0,4.0
2010,9,renault,5,89.0,0,79.0,0.0,5.0
2010,9,force_india,6,43.0,0,35.0,0.0,6.0
2010,9,williams,7,20.0,0,8.0,0.0,8.0
2010,9,toro_rosso,8,10.0,0,8.0,0.0,7.0
2010,9,sauber,9,7.0,0,1.0,0.0,9.0
2010,9,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,9,hrt,11,0.0,0,0.0,0.0,11.0
2010,9,virgin,12,0.0,0,0.0,0.0,12.0
2010,10,mclaren,1,278.0,4,248.0,4.0,1.0
2010,10,red_bull,2,249.0,5,218.0,4.0,2.0
2010,10,ferrari,3,165.0,1,165.0,1.0,3.0
2010,10,mercedes,4,126.0,0,109.0,0.0,4.0
2010,10,renault,5,89.0,0,89.0,0.0,5.0
2010,10,force_india,6,47.0,0,43.0,0.0,6.0
2010,10,williams,7,31.0,0,20.0,0.0,7.0
2010,10,sauber,8,15.0,0,7.0,0.0,9.0
2010,10,toro_rosso,9,10.0,0,10.0,0.0,8.0
2010,10,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,10,hrt,11,0.0,0,0.0,0.0,11.0
2010,10,virgin,12,0.0,0,0.0,0.0,12.0
2010,11,mclaren,1,300.0,4,278.0,4.0,1.0
2010,11,red_bull,2,272.0,5,249.0,5.0,2.0
2010,11,ferrari,3,208.0,2,165.0,1.0,3.0
2010,11,mercedes,4,132.0,0,126.0,0.0,4.0
2010,11,renault,5,96.0,0,89.0,0.0,5.0
2010,11,force_india,6,47.0,0,47.0,0.0,6.0
2010,11,williams,7,31.0,0,31.0,0.0,7.0
2010,11,sauber,8,15.0,0,15.0,0.0,8.0
2010,11,toro_rosso,9,10.0,0,10.0,0.0,9.0
2010,11,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,11,hrt,11,0.0,0,0.0,0.0,11.0
2010,11,virgin,12,0.0,0,0.0,0.0,12.0
2010,12,red_bull,1,312.0,6,272.0,5.0,2.0
2010,12,mclaren,2,304.0,4,300.0,4.0,1.0
2010,12,ferrari,3,238.0,2,208.0,2.0,3.0
2010,12,mercedes,4,132.0,0,132.0,0.0,4.0
2010,12,renault,5,106.0,0,96.0,0.0,5.0
2010,12,force_india,6,47.0,0,47.0,0.0,6.0
2010,12,williams,7,40.0,0,31.0,0.0,7.0
2010,12,sauber,8,23.0,0,15.0,0.0,8.0
2010,12,toro_rosso,9,10.0,0,10.0,0.0,9.0
2010,12,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,12,hrt,11,0.0,0,0.0,0.0,11.0
2010,12,virgin,12,0.0,0,0.0,0.0,12.0
2010,13,red_bull,1,330.0,6,312.0,6.0,1.0
2010,13,mclaren,2,329.0,5,304.0,4.0,2.0
2010,13,ferrari,3,250.0,2,238.0,2.0,3.0
2010,13,mercedes,4,146.0,0,132.0,0.0,4.0
2010,13,renault,5,123.0,0,106.0,0.0,5.0
2010,13,force_india,6,58.0,0,47.0,0.0,6.0
2010,13,williams,7,40.0,0,40.0,0.0,7.0
2010,13,sauber,8,27.0,0,23.0,0.0,8.0
2010,13,toro_rosso,9,10.0,0,10.0,0.0,9.0
2010,13,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,13,hrt,11,0.0,0,0.0,0.0,11.0
2010,13,virgin,12,0.0,0,0.0,0.0,12.0
2010,14,red_bull,1,350.0,6,330.0,6.0,1.0
2010,14,mclaren,2,347.0,5,329.0,5.0,2.0
2010,14,ferrari,3,290.0,3,250.0,2.0,3.0
2010,14,mercedes,4,158.0,0,146.0,0.0,4.0
2010,14,renault,5,127.0,0,123.0,0.0,5.0
2010,14,force_india,6,58.0,0,58.0,0.0,6.0
2010,14,williams,7,47.0,0,40.0,0.0,7.0
2010,14,sauber,8,27.0,0,27.0,0.0,8.0
2010,14,toro_rosso,9,10.0,0,10.0,0.0,9.0
2010,14,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,14,hrt,11,0.0,0,0.0,0.0,11.0
2010,14,virgin,12,0.0,0,0.0,0.0,12.0
2010,15,red_bull,1,383.0,6,350.0,6.0,1.0
2010,15,mclaren,2,359.0,5,347.0,5.0,2.0
2010,15,ferrari,3,319.0,4,290.0,3.0,3.0
2010,15,mercedes,4,168.0,0,158.0,0.0,4.0
2010,15,renault,5,133.0,0,127.0,0.0,5.0
2010,15,force_india,6,60.0,0,58.0,0.0,6.0
2010,15,williams,7,56.0,0,47.0,0.0,7.0
2010,15,sauber,8,27.0,0,27.0,0.0,8.0
2010,15,toro_rosso,9,10.0,0,10.0,0.0,9.0
2010,15,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,15,hrt,11,0.0,0,0.0,0.0,11.0
2010,15,virgin,12,0.0,0,0.0,0.0,12.0
2010,16,red_bull,1,426.0,7,383.0,6.0,1.0
2010,16,mclaren,2,381.0,5,359.0,5.0,2.0
2010,16,ferrari,3,334.0,4,319.0,4.0,3.0
2010,16,mercedes,4,176.0,0,168.0,0.0,4.0
2010,16,renault,5,133.0,0,133.0,0.0,5.0
2010,16,force_india,6,60.0,0,60.0,0.0,6.0
2010,16,williams,7,58.0,0,56.0,0.0,7.0
2010,16,sauber,8,37.0,0,27.0,0.0,8.0
2010,16,toro_rosso,9,11.0,0,10.0,0.0,9.0
2010,16,lotus_racing,10,0.0,0,0.0,0.0,10.0
2010,16,hrt,11,0.0,0,0.0,0.0,11.0
2010,16,virgin,12,0.0,0,0.0,0.0,12.0
2010,17,red_bull,1,426.0,7,426.0,7.0,1.0
2010,17,mclaren,2,399.0,5,381.0,5.0,2.0
2010,17,ferrari,3,374.0,5,334.0,4.0,3.0
2010,17,mercedes,4,188.0,0,176.0,0.0,4.0
2010,17,renault,5,143.0,0,133.0,0.0,5.0
2010,17,force_india,6,68.0,0,60.0,0.0,6.0
2010,17,williams,7,65.0,0,58.0,0.0,7.0
2010,17,sauber,8,43.0,0,37.0,0.0,8.0
2010,17,toro_rosso,9,11.0,0,11.0,0.0,9.0
