season,round,raceName,circuitId,circuitName,lat,long,country,date,driverId,givenName,familyName,dateOfBirth,nationalityDriver,constructorId,nameConstructor,nationalityConstructor,position,points,grid,laps,status,millisRace,rankFastestLap,lapFastestLap,timeFastestLap,unitsAverageSpeed,speedAverageSpeed,positionDrivers,pointsDrivers,winsDrivers,positionConstructors,pointsConstructors,winsConstructors,driver,constructor,q1,q2,q3
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,hamilton,Lewis,Hamilton,1985-01-07,British,mclaren,McLaren,British,3,6.0,3,53,Finished,5306915.0,6.0,13.0,1:33.259,kph,224.162,6.0,43.0,2.0,4.0,65.0,2.0,Lewis Hamilton,McLaren,1:30.917,1:30.627,1:32.395
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,raikkonen,Kimi,Räikkönen,1979-10-17,Finnish,ferrari,Ferrari,Italian,4,5.0,5,53,Finished,5308383.0,3.0,33.0,1:32.999,kph,224.789,5.0,45.0,1.0,3.0,67.0,1.0,Rubens Barrichello,Brawn,1:31.272,1:31.055,1:32.660
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,rosberg,Nico,Rosberg,1985-06-27,German,williams,Williams,British,5,4.0,7,53,Finished,5309236.0,9.0,43.0,1:33.595,kph,223.358,7.0,34.5,0.0,6.0,34.5,0.0,Jenson Button,Brawn,1:31.041,1:30.880,1:32.962
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,heidfeld,Nick,Heidfeld,1977-05-10,German,bmw_sauber,BMW Sauber,German,6,3.0,4,53,Finished,5309952.0,10.0,13.0,1:33.600,kph,223.346,13.0,15.0,0.0,8.0,24.0,0.0,Adrian Sutil,Force India,1:31.386,1:31.222,1:32.466
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,barrichello,Rubens,Barrichello,1972-05-23,Brazilian,brawn,Brawn,British,7,2.0,6,53,Finished,5311084.0,13.0,17.0,1:33.910,kph,222.608,2.0,71.0,2.0,1.0,156.0,8.0,Nick Heidfeld,BMW Sauber,1:31.501,1:31.260,1:32.945
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,button,Jenson,Button,1980-01-19,British,brawn,Brawn,British,8,1.0,10,53,Finished,5311917.0,5.0,42.0,1:33.251,kph,224.182,1.0,85.0,6.0,1.0,156.0,8.0,Sébastien Buemi,Toro Rosso,1:31.196,1:31.103,
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,kubica,Robert,Kubica,1984-12-07,Polish,bmw_sauber,BMW Sauber,German,9,0.0,9,53,Finished,5312220.0,7.0,44.0,1:33.334,kph,223.982,14.0,9.0,0.0,8.0,24.0,0.0,Heikki Kovalainen,McLaren,1:31.499,1:31.223,
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,alonso,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,10,0.0,16,53,Finished,5313508.0,14.0,28.0,1:33.946,kph,222.523,9.0,26.0,0.0,7.0,26.0,0.0,Giancarlo Fisichella,Ferrari,1:31.704,,
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,kovalainen,Heikki,Kovalainen,1981-10-19,Finnish,mclaren,McLaren,British,11,0.0,11,53,Finished,5314178.0,12.0,35.0,1:33.801,kph,222.867,12.0,22.0,0.0,4.0,65.0,2.0,Nico Rosberg,Williams,1:31.286,1:31.482,
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,fisichella,Giancarlo,Fisichella,1973-01-14,Italian,ferrari,Ferrari,Italian,12,0.0,14,53,Finished,5315039.0,8.0,33.0,1:33.479,kph,223.635,,,,3.0,67.0,1.0,Timo Glock,Toyota,1:31.550,,
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,sutil,Adrian,Sutil,1983-01-11,German,force_india,Force India,Indian,13,0.0,8,53,Finished,5315402.0,11.0,36.0,1:33.668,kph,223.184,16.0,5.0,0.0,9.0,13.0,0.0,Kimi Räikkönen,Ferrari,1:31.288,1:31.052,1:32.980
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,liuzzi,Vitantonio,Liuzzi,1980-08-06,Italian,force_india,Force India,Indian,14,0.0,18,53,Finished,5316177.0,16.0,36.0,1:34.294,kph,221.702,21.0,0.0,0.0,9.0,13.0,0.0,Romain Grosjean,Renault,1:32.073,,
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,nakajima,Kazuki,Nakajima,1985-01-11,Japanese,williams,Williams,British,15,0.0,15,53,Finished,5318416.0,18.0,26.0,1:34.783,kph,220.558,19.0,0.0,0.0,6.0,34.5,0.0,Jaime Alguersuari,Toro Rosso,1:31.571,,
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,grosjean,Romain,Grosjean,1986-04-17,French,renault,Renault,French,16,0.0,17,52,+1 Lap,,17.0,39.0,1:34.643,kph,220.884,23.0,0.0,0.0,7.0,26.0,0.0,Kazuki Nakajima,Williams,1:31.718,,
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,webber,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,17,0.0,19,51,+2 Laps,,1.0,50.0,1:32.569,kph,225.833,4.0,51.5,1.0,2.0,120.5,4.0,Vitantonio Liuzzi,Force India,1:32.087,,
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,alguersuari,Jaime,Alguersuari,1990-03-23,Spanish,toro_rosso,Toro Rosso,Italian,18,0.0,12,43,Accident,,15.0,34.0,1:34.049,kph,222.279,24.0,0.0,0.0,10.0,5.0,0.0,Fernando Alonso,Renault,1:31.401,1:31.638,
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,buemi,Sébastien,Buemi,1988-10-31,Swiss,toro_rosso,Toro Rosso,Italian,19,0.0,13,11,Clutch,,19.0,5.0,1:35.392,kph,219.15,17.0,3.0,0.0,10.0,5.0,0.0,Robert Kubica,BMW Sauber,1:31.417,1:32.341,
2009,15,Japanese Grand Prix,suzuka,Suzuka Circuit,34.8431,136.541,Japan,2009-10-04,glock,Timo,Glock,1982-03-18,German,toyota,Toyota,Japanese,20,0.0,20,0,Injured,,,,,,,10.0,24.0,0.0,5.0,54.5,0.0,Mark Webber,Red Bull,,,
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,webber,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,1,10.0,2,71,Finished,5543081.0,1.0,25.0,1:13.733,kph,210.386,4.0,61.5,2.0,2.0,135.5,5.0,Mark Webber,Red Bull,1:24.722,1:20.803,1:19.668
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,kubica,Robert,Kubica,1984-12-07,Polish,bmw_sauber,BMW Sauber,German,2,8.0,8,71,Finished,5550707.0,4.0,38.0,1:14.155,kph,209.188,13.0,17.0,0.0,7.0,32.0,0.0,Robert Kubica,BMW Sauber,1:23.072,1:21.147,1:20.631
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,hamilton,Lewis,Hamilton,1985-01-07,British,mclaren,McLaren,British,3,6.0,17,71,Finished,5562025.0,6.0,59.0,1:14.345,kph,208.654,5.0,49.0,2.0,3.0,71.0,2.0,Heikki Kovalainen,McLaren,1:25.052,,
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,vettel,Sebastian,Vettel,1987-07-03,German,red_bull,Red Bull,Austrian,4,5.0,15,71,Finished,5562733.0,2.0,59.0,1:13.890,kph,209.939,2.0,74.0,3.0,2.0,135.5,5.0,Vitantonio Liuzzi,Force India,1:24.645,,
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,button,Jenson,Button,1980-01-19,British,brawn,Brawn,British,5,4.0,14,71,Finished,5572086.0,7.0,46.0,1:14.353,kph,208.631,1.0,89.0,6.0,1.0,161.0,8.0,Jenson Button,Brawn,1:24.297,1:22.504,
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,raikkonen,Kimi,Räikkönen,1979-10-17,Finnish,ferrari,Ferrari,Italian,6,3.0,5,71,Finished,5576421.0,9.0,47.0,1:14.558,kph,208.058,6.0,48.0,1.0,4.0,70.0,1.0,Kimi Räikkönen,Ferrari,1:23.047,1:21.378,1:20.168
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,buemi,Sébastien,Buemi,1988-10-31,Swiss,toro_rosso,Toro Rosso,Italian,7,2.0,6,71,Finished,5579072.0,10.0,58.0,1:14.563,kph,208.044,17.0,5.0,0.0,10.0,7.0,0.0,Sébastien Buemi,Toro Rosso,1:24.591,1:20.701,1:20.250
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,barrichello,Rubens,Barrichello,1972-05-23,Brazilian,brawn,Brawn,British,8,1.0,1,71,Finished,5588535.0,3.0,20.0,1:13.950,kph,209.768,3.0,72.0,2.0,1.0,161.0,8.0,Rubens Barrichello,Brawn,1:24.100,1:21.659,1:19.576
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,kovalainen,Heikki,Kovalainen,1981-10-19,Finnish,mclaren,McLaren,British,9,0.0,16,71,Finished,5591580.0,5.0,68.0,1:14.303,kph,208.772,12.0,22.0,0.0,3.0,71.0,2.0,Sebastian Vettel,Red Bull,1:25.009,,
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,kobayashi,Kamui,Kobayashi,1986-09-13,Japanese,toyota,Toyota,Japanese,10,0.0,11,71,Finished,5606405.0,11.0,71.0,1:14.676,kph,207.729,21.0,0.0,0.0,5.0,54.5,0.0,Kamui Kobayashi,Toyota,1:24.335,1:21.960,
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,fisichella,Giancarlo,Fisichella,1973-01-14,Italian,ferrari,Ferrari,Italian,11,0.0,19,71,Finished,5613746.0,14.0,55.0,1:14.931,kph,207.022,,,,4.0,70.0,1.0,Nick Heidfeld,BMW Sauber,1:25.515,,
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,liuzzi,Vitantonio,Liuzzi,1980-08-06,Italian,force_india,Force India,Indian,12,0.0,20,71,Finished,5614469.0,16.0,43.0,1:14.990,kph,206.859,22.0,0.0,0.0,9.0,13.0,0.0,Giancarlo Fisichella,Ferrari,1:40.703,,
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,grosjean,Romain,Grosjean,1986-04-17,French,renault,Renault,French,13,0.0,13,70,+1 Lap,,12.0,54.0,1:14.789,kph,207.415,23.0,0.0,0.0,8.0,26.0,0.0,Romain Grosjean,Renault,1:24.394,1:22.477,
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,alguersuari,Jaime,Alguersuari,1990-03-23,Spanish,toro_rosso,Toro Rosso,Italian,14,0.0,12,70,+1 Lap,,13.0,59.0,1:14.861,kph,207.216,24.0,0.0,0.0,10.0,7.0,0.0,Jaime Alguersuari,Toro Rosso,1:24.773,1:22.231,
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,nakajima,Kazuki,Nakajima,1985-01-11,Japanese,williams,Williams,British,15,0.0,9,30,Accident,,17.0,21.0,1:15.073,kph,206.63,19.0,0.0,0.0,6.0,34.5,0.0,Kazuki Nakajima,Williams,1:23.161,1:20.427,1:20.674
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,rosberg,Nico,Rosberg,1985-06-27,German,williams,Williams,British,16,0.0,7,27,Gearbox,,8.0,16.0,1:14.370,kph,208.584,7.0,34.5,0.0,6.0,34.5,0.0,Nico Rosberg,Williams,1:22.828,1:20.368,1:20.326
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,heidfeld,Nick,Heidfeld,1977-05-10,German,bmw_sauber,BMW Sauber,German,17,0.0,18,21,Out of fuel,,15.0,19.0,1:14.988,kph,206.865,14.0,15.0,0.0,7.0,32.0,0.0,Lewis Hamilton,McLaren,1:25.192,,
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,sutil,Adrian,Sutil,1983-01-11,German,force_india,Force India,Indian,18,0.0,3,0,Accident,,,,,,,16.0,5.0,0.0,9.0,13.0,0.0,Adrian Sutil,Force India,1:24.447,1:20.753,1:19.912
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,trulli,Jarno,Trulli,1974-07-13,Italian,toyota,Toyota,Japanese,19,0.0,4,0,Accident,,,,,,,8.0,30.5,0.0,5.0,54.5,0.0,Jarno Trulli,Toyota,1:24.621,1:20.635,1:20.097
2009,16,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,-23.7036,-46.6997,Brazil,2009-10-18,alonso,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,20,0.0,10,0,Accident,,,,,,,9.0,26.0,0.0,8.0,26.0,0.0,Fernando Alonso,Renault,1:24.842,1:21.657,1:21.422
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,vettel,Sebastian,Vettel,1987-07-03,German,red_bull,Red Bull,Austrian,1,10.0,2,55,Finished,5643414.0,1.0,54.0,1:40.279,kph,199.387,2.0,84.0,4.0,2.0,153.5,6.0,Sebastian Vettel,Red Bull,1:40.666,1:39.984,1:41.615
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,webber,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,2,8.0,3,55,Finished,5661271.0,5.0,14.0,1:40.571,kph,198.808,4.0,69.5,2.0,2.0,153.5,6.0,Mark Webber,Red Bull,1:40.667,1:40.272,1:41.726
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,button,Jenson,Button,1980-01-19,British,brawn,Brawn,British,3,6.0,5,55,Finished,5661881.0,6.0,49.0,1:40.642,kph,198.668,1.0,95.0,6.0,1.0,172.0,8.0,Jenson Button,Brawn,1:40.378,1:40.148,1:41.892
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,barrichello,Rubens,Barrichello,1972-05-23,Brazilian,brawn,Brawn,British,4,5.0,4,55,Finished,5666149.0,4.0,54.0,1:40.449,kph,199.05,3.0,77.0,2.0,1.0,172.0,8.0,Rubens Barrichello,Brawn,1:40.574,1:40.421,1:41.786
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,heidfeld,Nick,Heidfeld,1977-05-10,German,bmw_sauber,BMW Sauber,German,5,4.0,8,55,Finished,5669667.0,7.0,54.0,1:40.672,kph,198.609,13.0,19.0,0.0,6.0,36.0,0.0,Nick Heidfeld,BMW Sauber,1:40.558,1:40.635,1:42.343
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,kobayashi,Kamui,Kobayashi,1986-09-13,Japanese,toyota,Toyota,Japanese,6,3.0,12,55,Finished,5671757.0,11.0,55.0,1:40.779,kph,198.398,18.0,3.0,0.0,5.0,59.5,0.0,Kamui Kobayashi,Toyota,1:41.035,1:40.777,
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,trulli,Jarno,Trulli,1974-07-13,Italian,toyota,Toyota,Japanese,7,2.0,6,55,Finished,5677780.0,8.0,49.0,1:40.723,kph,198.508,8.0,32.5,0.0,5.0,59.5,0.0,Jarno Trulli,Toyota,1:40.517,1:40.373,1:41.897
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,buemi,Sébastien,Buemi,1988-10-31,Swiss,toro_rosso,Toro Rosso,Italian,8,1.0,10,55,Finished,5684708.0,2.0,55.0,1:40.326,kph,199.294,16.0,6.0,0.0,10.0,8.0,0.0,Sébastien Buemi,Toro Rosso,1:40.908,1:40.430,1:42.713
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,rosberg,Nico,Rosberg,1985-06-27,German,williams,Williams,British,9,0.0,9,55,Finished,5689355.0,15.0,49.0,1:40.997,kph,197.97,7.0,34.5,0.0,7.0,34.5,0.0,Nico Rosberg,Williams,1:40.842,1:40.661,1:42.583
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,kubica,Robert,Kubica,1984-12-07,Polish,bmw_sauber,BMW Sauber,German,10,0.0,7,55,Finished,5691594.0,14.0,54.0,1:40.924,kph,198.113,14.0,17.0,0.0,6.0,36.0,0.0,Robert Kubica,BMW Sauber,1:40.520,1:40.545,1:41.992
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,kovalainen,Heikki,Kovalainen,1981-10-19,Finnish,mclaren,McLaren,British,11,0.0,18,55,Finished,5696212.0,18.0,53.0,1:41.316,kph,197.346,12.0,22.0,0.0,3.0,71.0,2.0,Adrian Sutil,Force India,1:41.836,,
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,raikkonen,Kimi,Räikkönen,1979-10-17,Finnish,ferrari,Ferrari,Italian,12,0.0,11,55,Finished,5697731.0,12.0,54.0,1:40.843,kph,198.272,6.0,48.0,1.0,4.0,70.0,1.0,Kimi Räikkönen,Ferrari,1:41.100,1:40.726,
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,nakajima,Kazuki,Nakajima,1985-01-11,Japanese,williams,Williams,British,13,0.0,13,55,Finished,5703253.0,9.0,54.0,1:40.754,kph,198.447,20.0,0.0,0.0,7.0,34.5,0.0,Heikki Kovalainen,McLaren,1:40.808,1:40.983,
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,alonso,Fernando,Alonso,1981-07-29,Spanish,renault,Renault,French,14,0.0,15,55,Finished,5713101.0,10.0,54.0,1:40.757,kph,198.441,9.0,26.0,0.0,8.0,26.0,0.0,Jaime Alguersuari,Toro Rosso,1:41.503,1:41.689,
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,liuzzi,Vitantonio,Liuzzi,1980-08-06,Italian,force_india,Force India,Indian,15,0.0,16,55,Finished,5737864.0,17.0,54.0,1:41.277,kph,197.422,22.0,0.0,0.0,9.0,13.0,0.0,Fernando Alonso,Renault,1:41.667,,
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,fisichella,Giancarlo,Fisichella,1973-01-14,Italian,ferrari,Ferrari,Italian,16,0.0,20,54,+1 Lap,,16.0,54.0,1:41.132,kph,197.705,,,,4.0,70.0,1.0,Giancarlo Fisichella,Ferrari,1:42.184,,
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,sutil,Adrian,Sutil,1983-01-11,German,force_india,Force India,Indian,17,0.0,17,54,+1 Lap,,13.0,34.0,1:40.904,kph,198.152,17.0,5.0,0.0,9.0,13.0,0.0,Vitantonio Liuzzi,Force India,1:41.701,,
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,grosjean,Romain,Grosjean,1986-04-17,French,renault,Renault,French,18,0.0,19,54,+1 Lap,,19.0,47.0,1:42.274,kph,195.498,23.0,0.0,0.0,8.0,26.0,0.0,Romain Grosjean,Renault,1:41.950,,
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,hamilton,Lewis,Hamilton,1985-01-07,British,mclaren,McLaren,British,19,0.0,1,20,Brakes,,3.0,16.0,1:40.367,kph,199.212,5.0,49.0,2.0,3.0,71.0,2.0,Lewis Hamilton,McLaren,1:39.873,1:39.695,1:40.948
2009,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,24.4672,54.6031,UAE,2009-11-01,alguersuari,Jaime,Alguersuari,1990-03-23,Spanish,toro_rosso,Toro Rosso,Italian,20,0.0,14,18,Gearbox,,20.0,16.0,1:43.318,kph,193.522,24.0,0.0,0.0,10.0,8.0,0.0,Kazuki Nakajima,Williams,1:41.096,1:41.148,
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,alonso,Fernando,Alonso,1981-07-29,Spanish,ferrari,Ferrari,Italian,1,25.0,3,49,Finished,5960396.0,1.0,45.0,1:58.287,kph,191.706,1.0,25.0,1.0,1.0,43.0,1.0,Fernando Alonso,Ferrari,1:54.612,1:54.172,1:54.608
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,massa,Felipe,Massa,1981-04-25,Brazilian,ferrari,Ferrari,Italian,2,18.0,2,49,Finished,5976495.0,5.0,38.0,1:59.732,kph,189.392,2.0,18.0,0.0,1.0,43.0,1.0,Felipe Massa,Ferrari,1:55.313,1:54.331,1:54.242
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,hamilton,Lewis,Hamilton,1985-01-07,British,mclaren,McLaren,British,3,15.0,4,49,Finished,5983578.0,4.0,42.0,1:59.560,kph,189.665,3.0,15.0,0.0,2.0,21.0,0.0,Lewis Hamilton,McLaren,1:55.341,1:54.707,1:55.217
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,vettel,Sebastian,Vettel,1987-07-03,German,red_bull,Red Bull,Austrian,4,12.0,1,49,Finished,5999195.0,12.0,32.0,2:00.218,kph,188.627,4.0,12.0,0.0,4.0,16.0,0.0,Sebastian Vettel,Red Bull,1:55.029,1:53.883,1:54.101
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,rosberg,Nico,Rosberg,1985-06-27,German,mercedes,Mercedes,German,5,10.0,5,49,Finished,6000609.0,13.0,45.0,2:00.236,kph,188.599,5.0,10.0,0.0,3.0,18.0,0.0,Nico Rosberg,Mercedes,1:55.463,1:54.682,1:55.241
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,michael_schumacher,Michael,Schumacher,1969-01-03,German,mercedes,Mercedes,German,6,8.0,7,49,Finished,6004559.0,11.0,45.0,2:00.204,kph,188.649,6.0,8.0,0.0,3.0,18.0,0.0,Michael Schumacher,Mercedes,1:55.593,1:55.105,1:55.524
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,button,Jenson,Button,1980-01-19,British,mclaren,McLaren,British,7,6.0,8,49,Finished,6005676.0,9.0,45.0,1:59.970,kph,189.017,7.0,6.0,0.0,2.0,21.0,0.0,Jenson Button,McLaren,1:55.715,1:55.168,1:55.672
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,webber,Mark,Webber,1976-08-27,Australian,red_bull,Red Bull,Austrian,8,4.0,6,49,Finished,6006756.0,3.0,45.0,1:59.487,kph,189.781,8.0,4.0,0.0,4.0,16.0,0.0,Mark Webber,Red Bull,1:55.298,1:54.318,1:55.284
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,liuzzi,Vitantonio,Liuzzi,1980-08-06,Italian,force_india,Force India,Indian,9,2.0,12,49,Finished,6013404.0,7.0,39.0,1:59.906,kph,189.118,9.0,2.0,0.0,5.0,2.0,0.0,Vitantonio Liuzzi,Force India,1:55.628,1:55.623,
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,barrichello,Rubens,Barrichello,1972-05-23,Brazilian,williams,Williams,British,10,1.0,11,49,Finished,6022885.0,6.0,47.0,1:59.833,kph,189.233,10.0,1.0,0.0,6.0,1.0,0.0,Rubens Barrichello,Williams,1:55.969,1:55.330,
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,kubica,Robert,Kubica,1984-12-07,Polish,renault,Renault,French,11,0.0,9,49,Finished,6029489.0,14.0,33.0,2:00.474,kph,188.226,11.0,0.0,0.0,7.0,0.0,0.0,Robert Kubica,Renault,1:55.511,1:54.963,1:55.885
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,sutil,Adrian,Sutil,1983-01-11,German,force_india,Force India,Indian,12,0.0,10,49,Finished,6043354.0,2.0,49.0,1:59.393,kph,189.93,12.0,0.0,0.0,5.0,2.0,0.0,Adrian Sutil,Force India,1:55.213,1:54.996,1:56.309
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,alguersuari,Jaime,Alguersuari,1990-03-23,Spanish,toro_rosso,Toro Rosso,Italian,13,0.0,18,49,Finished,6053052.0,8.0,28.0,1:59.964,kph,189.026,13.0,0.0,0.0,8.0,0.0,0.0,Jaime Alguersuari,Toro Rosso,1:57.071,,
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,hulkenberg,Nico,Hülkenberg,1987-08-19,German,williams,Williams,British,14,0.0,13,48,+1 Lap,,15.0,34.0,2:01.401,kph,186.789,14.0,0.0,0.0,6.0,1.0,0.0,Nico Hülkenberg,Williams,1:56.375,1:55.857,
2010,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,26.0325,50.5106,Bahrain,2010-03-14,kovalainen,Heikki,Kovalainen,1981-10-19,Finnish,lotus_racing,Lotus,Malaysian,15,0.0,21,47,+2 Laps,,17.0,47.0,2:02.701,kph,184.81,15.0,0.0,0.0,9.0,0.0,0.0,Heikki Kovalainen,Lotus,2:00.313,,
